word,level
洋風,3
活躍,3
流れる,3
海外,3
深まる,3
深める,3
混乱,3
湯のみ,3
満足,3
溶かす,3
激しい,3
無事,3
煮る,3
煮込む,3
熱心,3
燃える,3
片づける,3
特徴,3
独特,3
玉ねぎ,3
現在,3
現状,3
理解,3
甘辛い,3
申し込む,3
男子,3
画面,3
留学,3
異,3
異なる,3
疑問,3
発明,3
発見,3
発達,3
登山,3
登録,3
的,3
皮,3
監督,3
目,3
目標,3
看板,3
県,3
県境,3
真っ赤,3
真面,3
確か,3
確実,3
礼儀,3
社員,3
神隠し,3
祭,3
科目,3
秒,3
積む,3
積極,3
笑顔,3
第,3
節,3
粉末,3
約,3
紙袋,3
細胞,3
結局,3
繰り返す,3
習得,3
考え直す,3
肉じゃが,3
能力,3
自信,3
自国,3
自身,3
苦しむ,3
苦労,3
苦手,3
薄切り,3
行列,3
行動,3
表現,3
表示,3
表面,3
製品,3
視野,3
観,3
解消,3
触れる,3
言語,3
訓練,3
記事,3
記入,3
記念,3
記憶,3
記者,3
訪れる,3
証明,3
話し合う,3
詳しい,3
語る,3
語学,3
読む,3
読書,3
課,3
調整,3
論理,3
謂,3
講演,3
議会,3
議長,3
豆,3
豊富,3
象徴,3
販売,3
資本,3
資源,3
賞,3
超える,3
距離,3
身,3
身長,3
輸入,3
輸出,3
述べる,3
通じる,3
通学,3
通常,3
速度,3
連れ,3
連続,3
週,3
週刊,3
週間,3
進学,3
運転,3
過ごす,3
過剰,3
遺産,3
邪魔,3
部分,3
都会,3
酢漬け,3
重なる,3
重要,3
量,3
鈴木,3
長期,3
開始,3
関心,3
限る,3
限定,3
随分,3
集まり,3
集中,3
集団,3
雰囲気,3
青年,3
静岡,3
面,3
頃,3
順番,3
食品,3
飯,3
飲食,3
駄目,3
駿,3
高級,3
高速,3
魅力,3
一旦,2
並木,2
人文,2
会館,2
元々,2
入社,2
円周,2
再三,2
出入口,2
刺さる,2
刺身,2
加速,2
加速度,2
半島,2
半径,2
半数,2
司会,2
名刺,2
商店,2
商社,2
回転,2
国王,2
国立,2
国籍,2
売り切れ,2
売り切れる,2
売れ行き,2
売上,2
売買,2
外れる,2
学会,2
学力,2
学科,2
実習,2
室,2
宴会,2
寺院,2
店,2
店屋,2
待ち合わせる,2
待合,2
我が,2
押さえる,2
早口,2
早速,2
明け方,2
昼寝,2
時速,2
書店,2
木材,2
材木,2
東洋,2
校庭,2
校舎,2
楕円,2
毎度,2
洋品,2
父母,2
特売,2
理科,2
発売,2
白髪,2
真っ白,2
真っ青,2
社会,2
社説,2
科学,2
移転,2
窓口,2
習字,2
自然,2
自習,2
花火,2
見学,2
赤道,2
足る,2
足袋,2
足跡,2
転がす,2
転がる,2
輸血,2
輸送,2
透明,2
速力,2
速達,2
過,2
遠足,2
長男,2
閉会,2
開会,2
集会,2
集合,2
青少年,2
青白い,2
領収,2
